,university,career,inscription_date,last_name,first_name,gender,age,location,email,postal_code
645,universidad tecnológica nacional,ciencias veterinarias,2020-12-31,melanie ellison,nan,female,53.0,chumbicha,davidtanner@hotmail.com,4728
646,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-11,kara watson,nan,female,54.0,boca_p_25,harristanya@gmail.com,2600
647,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-23,amy miller,nan,female,95.0,estela,inguyen@yahoo.com,8127
648,universidad tecnológica nacional,licenciatura en musicoterapia,2021-01-02,james bowman,nan,male,105.0,temperley,jacksonkristina@gmail.com,1834
649,universidad tecnológica nacional,técnico para bioterios,2020-11-28,michael johnson,nan,male,87.0,cachel,cervantesloretta@yahoo.com,9201
650,universidad tecnológica nacional,ingeniería en informática,2020-12-20,heidi byrd,nan,female,58.0,alto_del_puesto,mark05@yahoo.com,4176
651,universidad tecnológica nacional,medicina,2020-12-01,sarah davis,nan,female,36.0,campo_galloso,davidsimmons@gmail.com,2212
652,universidad tecnológica nacional,diseño industrial,2020-10-29,paul taylor,nan,male,28.0,leubuco,stephanietrujillo@yahoo.com,6338
653,universidad tecnológica nacional,diseño industrial,2020-11-27,robert butler jr.,nan,male,35.0,cristolia,xjones@yahoo.com,2445
654,universidad tecnológica nacional,bioquímica,2020-12-05,julie wilson,nan,female,68.0,espartillar,samantha14@hotmail.com,8171
655,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-03,stuart butler,nan,male,39.0,san_genaro_norte,kwhite@yahoo.com,2147
656,universidad tecnológica nacional,ingeniería en informática,2020-11-09,kevin alvarado,nan,male,101.0,juancho,theresaduncan@hotmail.com,7169
657,universidad tecnológica nacional,licenciatura en artes,2020-10-14,isaac bailey,nan,male,108.0,colonia_loma_negra,xpowell@gmail.com,3112
658,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-23,justin thomas,nan,male,111.0,antumpa,brittanysmith@yahoo.com,4632
659,universidad tecnológica nacional,medicina,2020-10-04,jason liu,nan,male,95.0,cabaña_el_cisne,morenobrad@hotmail.com,2322
660,universidad tecnológica nacional,licenciatura en artes,2020-09-15,charles thompson,nan,male,64.0,villa_dominico,samuelfields@yahoo.com,1874
661,universidad tecnológica nacional,ingeniería electrónica,2020-10-04,trevor jacobs,nan,male,41.0,arroyo_quintana,danielstewart@yahoo.com,3505
662,universidad tecnológica nacional,contador público,2020-11-27,nicole stanton,nan,female,88.0,alto_calilegua,awallace@yahoo.com,4513
663,universidad tecnológica nacional,ciencias veterinarias,2020-12-02,shannon west,nan,male,102.0,cora,vsantiago@gmail.com,2631
664,universidad tecnológica nacional,bioquímica,2021-01-11,rachel brown,nan,female,107.0,cachiyuyal,joshua90@yahoo.com,5367
665,universidad tecnológica nacional,licenciatura en ciencia política,2020-10-25,anthony snyder,nan,male,35.0,aguada_de_la_peña,adamwerner@hotmail.com,5461
666,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-02,julie jensen,nan,female,82.0,el_brete,emay@gmail.com,4126
667,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-18,kevin vazquez,nan,male,56.0,arturo_vatteone,pamelabarrett@hotmail.com,6433
668,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-12,john hogan,nan,male,47.0,acasape,jamesdennis@hotmail.com,5722
669,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-10-26,lauren smith,nan,female,42.0,aguas_buenas,derricklawrence@hotmail.com,6228
670,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-18,william kennedy,nan,male,104.0,campo_medina,krivera@hotmail.com,2142
671,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-19,kristen carter,nan,female,31.0,colonia_el_potrero,hrasmussen@gmail.com,2820
672,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2021-01-07,lauren navarro,nan,female,97.0,ingeniero_beaugey,adam29@gmail.com,6457
673,universidad tecnológica nacional,agronomía,2020-10-10,michael nelson,nan,male,19.0,campo_el_mataco,kimberlyvalencia@yahoo.com,2342
674,universidad tecnológica nacional,diseño industrial,2021-01-10,nancy davis,nan,female,109.0,chanilao,kyliegriffin@yahoo.com,6201
675,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-07,anthony parks,nan,male,38.0,coronel_granada,jasminetrujillo@hotmail.com,6062
676,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-10-22,victoria clay md,nan,female,61.0,estacion_mazan,ronald40@hotmail.com,5313
677,universidad tecnológica nacional,medicina,2020-10-23,amber chandler,nan,female,93.0,23_de_agosto,rachelrussell@hotmail.com,4504
678,universidad tecnológica nacional,ingeniería en informática,2020-12-07,jonathan alvarez,nan,male,93.0,lomas_de_zamora,evan63@hotmail.com,1832
679,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-02-01,robert williams,nan,male,37.0,colonia_rusa,francisdillon@yahoo.com,8332
680,universidad tecnológica nacional,farmacia,2021-01-01,chad brooks,nan,male,64.0,barro_negro,tmckenzie@yahoo.com,4718
681,universidad tecnológica nacional,farmacia,2020-11-18,christopher murphy,nan,male,106.0,perez,ibrown@gmail.com,2121
682,universidad tecnológica nacional,licenciatura en administración,2020-10-19,justin smith,nan,male,101.0,alpasinche,sandovalmelissa@gmail.com,5325
683,universidad tecnológica nacional,ingeniería mecánica,2020-12-19,anthony williams,nan,male,101.0,carreras,alex17@hotmail.com,2729
684,universidad tecnológica nacional,licenciatura en psicología,2020-12-23,larry martinez,nan,male,99.0,chelforo,terry64@yahoo.com,8366
685,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-21,christopher ramos,nan,male,41.0,cachel,randychang@gmail.com,9201
686,universidad tecnológica nacional,ciencias veterinarias,2021-02-01,melissa meza,nan,female,85.0,cerana,bellsarah@hotmail.com,2202
687,universidad tecnológica nacional,farmacia,2021-01-20,mark trevino,nan,male,80.0,arroyo_pescado,paynejoseph@yahoo.com,9200
688,universidad tecnológica nacional,técnico para bioterios,2020-10-25,joseph durham,nan,male,95.0,estancia_las_isletas,bmoore@hotmail.com,8148
689,universidad tecnológica nacional,farmacia,2020-10-06,diana rodriguez,nan,female,115.0,22_de_diciembre,harrisnicole@gmail.com,3378
690,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-09,joel greene,nan,male,62.0,arenoso,garnererica@hotmail.com,9225
691,universidad tecnológica nacional,licenciatura en psicología,2020-10-22,anthony powell,nan,male,37.0,valle_de_las_leñas,ddavidson@hotmail.com,5612
692,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-29,diane davis,nan,female,69.0,atreuco,zriddle@hotmail.com,6305
693,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-29,diane davis,nan,female,69.0,atreuco,zriddle@hotmail.com,8371
694,universidad tecnológica nacional,licenciatura en musicoterapia,2020-09-30,david marks,nan,male,81.0,campo_de_los_andes,crystalnichols@hotmail.com,5565
695,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-10-14,jason pierce,nan,male,36.0,baldes_de_pacheco,sierrabarrett@yahoo.com,5276
696,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-12,jake phillips,nan,male,101.0,arbol_solo,thomas72@yahoo.com,3230
697,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-12,jake phillips,nan,male,101.0,arbol_solo,thomas72@yahoo.com,3513
698,universidad tecnológica nacional,técnico para bioterios,2020-12-27,kevin perez,nan,male,57.0,abo_nezu,carriebaker@hotmail.com,3461
699,universidad tecnológica nacional,actuario,2020-10-13,reginald ward,nan,male,108.0,alma_grande,michael15@hotmail.com,9015
700,universidad tecnológica nacional,licenciatura en ciencia política,2020-11-02,ellen atkins,nan,female,59.0,almacen_cristian_schubert,joelmccoy@gmail.com,3111
701,universidad tecnológica nacional,ciencias veterinarias,2020-12-27,melissa mann,nan,female,50.0,campo_huber,aprilgardner@yahoo.com,3555
702,universidad tecnológica nacional,ciencias veterinarias,2020-10-24,mr. jordan lynn,nan,male,72.0,campo_el_bermejo,fieldsjennifer@hotmail.com,3509
703,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-10-02,caitlyn allen,nan,female,65.0,olascoaga,riveradustin@yahoo.com,6652
704,universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-02,nicole foster,nan,female,31.0,cespedes,daniel11@gmail.com,5517
705,universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-28,jared reynolds,nan,male,98.0,jose_maria_blanco,ryan49@gmail.com,6409
706,universidad tecnológica nacional,técnico para bioterios,2021-01-05,gary perry,nan,male,76.0,cavour,martinwesley@yahoo.com,3081
707,universidad tecnológica nacional,farmacia,2020-09-04,erin ellis,nan,female,16.0,algarrobo,judith31@gmail.com,2935
708,universidad tecnológica nacional,farmacia,2020-09-04,erin ellis,nan,female,16.0,algarrobo,judith31@gmail.com,3441
709,universidad tecnológica nacional,farmacia,2020-09-04,erin ellis,nan,female,16.0,algarrobo,judith31@gmail.com,6531
710,universidad tecnológica nacional,farmacia,2020-09-04,erin ellis,nan,female,16.0,algarrobo,judith31@gmail.com,8136
711,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-22,larry hays,nan,male,95.0,alcaracito,pcampbell@yahoo.com,3142
712,universidad tecnológica nacional,medicina,2020-09-28,zachary thomas,nan,male,70.0,agua_blanca,alex40@gmail.com,4168
713,universidad tecnológica nacional,medicina,2020-09-28,zachary thomas,nan,male,70.0,agua_blanca,alex40@gmail.com,5301
714,universidad tecnológica nacional,medicina,2020-09-28,zachary thomas,nan,male,70.0,agua_blanca,alex40@gmail.com,5471
715,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-29,keith crawford,nan,male,101.0,crispi,wyattjavier@gmail.com,2441
716,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-03,kelsey allen,nan,female,70.0,aldea_santa_maria,hblake@hotmail.com,3123
717,universidad tecnológica nacional,contador público,2021-01-21,cheryl welch,nan,female,69.0,aldea_brasilera,daniel63@gmail.com,3101
718,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-13,andrew harris,nan,male,100.0,la_limpia,michaelmitchell@yahoo.com,6645
719,universidad tecnológica nacional,licenciatura en ciencia política,2020-11-04,eileen howard,nan,female,101.0,el_bombero,mistyking@hotmail.com,7507
720,universidad tecnológica nacional,ingeniería mecánica,2020-11-04,dennis martinez,nan,male,58.0,agua_del_simbol,imoses@yahoo.com,5261
721,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-29,michelle peterson,nan,female,30.0,edmundo_perkins,aaguirre@yahoo.com,6030
722,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-15,grant pena,nan,male,47.0,cañadita,sullivannancy@gmail.com,3052
723,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-11,darlene nunez,nan,female,46.0,aguada_cecilio,elizabethlopez@gmail.com,8534
724,universidad tecnológica nacional,licenciatura en artes,2020-09-16,mr. brandon gill,nan,male,35.0,cafferata,jesse05@hotmail.com,2643
725,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-16,mark ross,nan,male,85.0,aromos,dylanmiller@yahoo.com,3036
726,universidad tecnológica nacional,licenciatura en psicología,2020-10-29,meredith brown,nan,female,86.0,25_de_mayo,xjuarez@hotmail.com,3363
727,universidad tecnológica nacional,licenciatura en psicología,2020-10-29,meredith brown,nan,female,86.0,25_de_mayo,xjuarez@hotmail.com,4242
728,universidad tecnológica nacional,licenciatura en psicología,2020-10-29,meredith brown,nan,female,86.0,25_de_mayo,xjuarez@hotmail.com,5615
729,universidad tecnológica nacional,licenciatura en psicología,2020-10-29,meredith brown,nan,female,86.0,25_de_mayo,xjuarez@hotmail.com,6660
730,universidad tecnológica nacional,licenciatura en psicología,2020-10-29,meredith brown,nan,female,86.0,25_de_mayo,xjuarez@hotmail.com,8201
731,universidad tecnológica nacional,diseño industrial,2021-01-10,john jones,nan,male,102.0,colonia_japonesa,christopher09@gmail.com,3328
732,universidad tecnológica nacional,contador público,2020-10-23,johnathan hernandez,nan,male,20.0,san_fernando,pricegregory@hotmail.com,1646
733,universidad tecnológica nacional,licenciatura en administración,2020-10-13,gregory christensen,nan,male,43.0,aldea_san_jorge,lisamcpherson@yahoo.com,3252
734,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-27,jennifer christian,nan,female,78.0,el_alto,ronaldbrown@gmail.com,5577
735,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-03,michelle thomas,nan,female,106.0,alegre,sandovallisa@gmail.com,1987
736,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-19,connie chapman,nan,female,21.0,9_de_julio,robertlawson@yahoo.com,3445
737,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-19,connie chapman,nan,female,21.0,9_de_julio,robertlawson@yahoo.com,3714
738,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-19,connie chapman,nan,female,21.0,9_de_julio,robertlawson@yahoo.com,5417
739,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-19,connie chapman,nan,female,21.0,9_de_julio,robertlawson@yahoo.com,5533
740,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-19,connie chapman,nan,female,21.0,9_de_julio,robertlawson@yahoo.com,5831
741,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-19,connie chapman,nan,female,21.0,9_de_julio,robertlawson@yahoo.com,6500
742,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-13,spencer ramirez,nan,male,96.0,4_de_febrero,jdavis@yahoo.com,2732
743,universidad tecnológica nacional,farmacia,2020-09-22,matthew franklin,nan,male,39.0,cupiles,fyoung@hotmail.com,5595
744,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-09,jason lucero,nan,male,114.0,luis_guillon,daltongarza@yahoo.com,1838
745,universidad tecnológica nacional,diseño de imagen y sonido,2020-11-26,patricia patel,nan,female,100.0,alcaraz_norte,morganjennifer@yahoo.com,3136
746,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-12,jesse sanchez,nan,male,102.0,angelita,daniel15@gmail.com,5711
747,universidad tecnológica nacional,licenciatura en ciencia política,2020-11-03,dominique jackson,nan,female,89.0,san_andres,wsmith@gmail.com,1651
748,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-19,alexander dunn,nan,male,114.0,wheelwright,tamara67@gmail.com,2722
749,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-01,kimberly jennings,nan,female,99.0,el_campamento,twilson@hotmail.com,3524
750,universidad tecnológica nacional,ingeniería electrónica,2021-01-08,patrick howard,nan,male,97.0,camaron_chico,jason00@gmail.com,7116
751,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-06,ronald parker,nan,male,35.0,del_valle,joshua68@gmail.com,6509
752,universidad tecnológica nacional,agronomía,2020-12-02,alfred ward,nan,male,17.0,arroyo,samanthacoffey@gmail.com,3300
753,universidad tecnológica nacional,arquitectura,2020-11-12,victoria thompson,nan,female,102.0,alamo,marshallpatrick@gmail.com,3448
754,universidad tecnológica nacional,medicina,2020-12-04,daniel schroeder,nan,male,109.0,9_de_julio,smithgabriel@hotmail.com,3445
755,universidad tecnológica nacional,medicina,2020-12-04,daniel schroeder,nan,male,109.0,9_de_julio,smithgabriel@hotmail.com,3714
