;inscription_dates;university;carrera;first_name;last_name;gender;age;postal_code;location;email
682;20/Nov/11;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Riley-sawyer;M;;;Alpatacal;John80@yahoo.com
683;21/Jan/09;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Cody-osborne;M;;;Ascencion;Patricia81@gmail.com
684;20/Sep/11;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Dr.-julie-hill;F;;;Aldea-san-andres;Jack98@gmail.com
685;20/Oct/05;-universidad-abierta-interamericana;Actuario-;;Megan-shields;F;;;Calera;Valenzuelacody@gmail.com
686;20/Sep/05;-universidad-abierta-interamericana;Ciencias-veterinarias;;Charles-jenkins;M;;;Comandante-nicanor-otamendi;Taylor34@hotmail.com
687;21/Jan/31;-universidad-abierta-interamericana;Licenciatura-en-artes;;Jose-reid;M;;;23-de-agosto;Gbowman@gmail.com
688;21/Jan/14;-universidad-abierta-interamericana;Arquitectura;;Sarah-ortega;F;;;Enrique-fynn;Nicolejenkins@yahoo.com
689;20/Oct/24;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Brenda-nelson;F;;;Cora;Williamssamuel@hotmail.com
690;20/Sep/15;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Gary-ramos;M;;;Pagancillo;Jose48@yahoo.com
691;20/Dec/17;-universidad-abierta-interamericana;Actuario-;;Michael-torres;M;;;Agua-colorada;Reynoldsheather@hotmail.com
692;20/Sep/11;-universidad-abierta-interamericana;Ciencias-veterinarias;;Thomas-chapman;M;;;Aguirre-cue;Tylerrichardson@yahoo.com
693;21/Jan/27;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Mark-molina;M;;;Alejandro-korn;Robert83@hotmail.com
694;21/Jan/31;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Emily-davis;F;;;4-de-febrero;Ccarr@yahoo.com
695;21/Jan/08;-universidad-abierta-interamericana;Ingeniería-en-informática;;Sharon-taylor;F;;;Colonia-mabragaña;Zmosley@gmail.com
696;20/Oct/01;-universidad-abierta-interamericana;Ingeniería-en-informática;;Katherine-gutierrez;F;;;Anta;Spark@gmail.com
697;20/Dec/06;-universidad-abierta-interamericana;Ingeniería-electrónica;;Sara-barnes;F;;;Colonia-nac-de-alienados;Ericthompson@yahoo.com
698;21/Jan/03;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Charles-patrick;M;;;Caseros;Marthaphillips@gmail.com
699;20/Nov/05;-universidad-abierta-interamericana;Bioquímica;;Jonathan-sims;M;;;Gerli;Kelsey63@gmail.com
700;20/Oct/28;-universidad-abierta-interamericana;Ingeniería-en-informática;;Shannon-allen;F;;;Colonia-jauregui;Hudsonryan@hotmail.com
701;21/Jan/21;-universidad-abierta-interamericana;Agronomía;;Megan-bonilla;F;;;Arenales;Lcampbell@yahoo.com
702;20/Dec/02;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Janice-green;F;;;Cayastacito;Hmoore@gmail.com
703;21/Jan/26;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;John-barnes;M;;;Benito-juarez;Wilsonheather@gmail.com
704;20/Sep/16;-universidad-abierta-interamericana;Ingeniería-mecánica;;John-turner;M;;;Campo-zavalla;Juan46@yahoo.com
705;20/Oct/19;-universidad-abierta-interamericana;Ciencias-veterinarias;;Erin-marquez;F;;;Campo-de-los-andes;Martinamy@yahoo.com
706;20/Oct/24;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Amy-hall;F;;;Colonia-baron;Heather37@yahoo.com
707;20/Dec/18;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Kevin-harrison;M;;;Aguirre-cue;Rebecca08@hotmail.com
708;20/Oct/09;-universidad-abierta-interamericana;Bioquímica;;Albert-edwards;M;;;Barrio-jardin-luzuriaga;Kimberlyfreeman@yahoo.com
709;20/Dec/01;-universidad-abierta-interamericana;Ciencias-veterinarias;;Lynn-king;F;;;El-pampero;Lindsey57@hotmail.com
710;20/Oct/19;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Steven-jarvis;M;;;Arroyo-del-pescado;Autumn13@gmail.com
711;20/Oct/22;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Bradley-liu;M;;;Altamira;Emilywilliams@gmail.com
712;20/Sep/02;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Kelsey-nelson;F;;;Garro;Karensmith@hotmail.com
713;20/Sep/06;-universidad-abierta-interamericana;Diseño-industrial;;Melissa-dominguez;F;;;Alastuey;Hadams@hotmail.com
714;20/Sep/25;-universidad-abierta-interamericana;Medicina;;Ronald-jarvis;M;;;Campo-garabato;Stevensonronald@gmail.com
715;20/Sep/12;-universidad-abierta-interamericana;Medicina;;Francisco-friedman;M;;;Corbett;Burtonfrank@gmail.com
716;20/Dec/14;-universidad-abierta-interamericana;Actuario-;;Michael-thomas;M;;;Estacion-de-zootecnia-b;Mfernandez@gmail.com
717;21/Jan/04;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Felicia-bailey;F;;;Angostura;Heather71@gmail.com
718;20/Sep/03;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Juan-brady;M;;;Almacen-castro;David60@hotmail.com
719;20/Sep/01;-universidad-abierta-interamericana;Bioquímica;;Michael-guzman;M;;;Arenaza;Devincox@gmail.com
720;20/Oct/30;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Aaron-chavez;M;;;Agua-del-simbol;Bparker@hotmail.com
721;20/Nov/29;-universidad-abierta-interamericana;Diseño-industrial;;Kathryn-perez;F;;;Alto-con-zampa;Jerrymack@hotmail.com
722;20/Dec/06;-universidad-abierta-interamericana;Agronomía;;Jonathan-khan;M;;;Agua-verde;Floreslisa@yahoo.com
723;20/Nov/15;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Martin-harper;M;;;Barrancon;Egregory@yahoo.com
724;20/Sep/03;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;April-barrera;F;;;Planchada-banderita;Lgonzalez@gmail.com
725;20/Sep/10;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Robin-white;F;;;Escuela-agricola-don-bosco;Wnovak@gmail.com
726;20/Oct/03;-universidad-abierta-interamericana;Ciencias-veterinarias;;Jonathan-burke;M;;;Empalme-frontera;Gibsonstephanie@yahoo.com
727;20/Sep/24;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Peggy-french;F;;;Agua-de-la-mula;Humphreyrobert@hotmail.com
728;20/Dec/26;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Colleen-holt;F;;;Arroyo-pareja;Robertcarter@yahoo.com
729;20/Nov/23;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Sean-thomas;M;;;Colonia-santa-teresa;Amandahernandez@hotmail.com
730;20/Nov/04;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Jason-johnson;M;;;Alto-de-la-leña;Wellscandice@gmail.com
731;21/Jan/02;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Jaclyn-garcia;F;;;Bigand;Zrichard@gmail.com
732;20/Dec/19;-universidad-abierta-interamericana;Bioquímica;;Heather-miller;F;;;Wheelwright;Walkerluke@hotmail.com
733;20/Dec/27;-universidad-abierta-interamericana;Bioquímica;;Robert-bernard;M;;;Colonia-nac-de-alienados;Kruegerrobert@hotmail.com
734;20/Dec/03;-universidad-abierta-interamericana;Bioquímica;;Jonathon-howard;M;;;Caminera-napaleofu;Matthewdennis@yahoo.com
735;20/Nov/11;-universidad-abierta-interamericana;Ciencias-veterinarias;;Derek-lloyd;M;;;La-punta;Joshua05@hotmail.com
736;20/Oct/10;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;William-huffman;M;;;Iturraspe;Ljones@hotmail.com
737;20/Sep/29;-universidad-abierta-interamericana;Farmacia;;Barry-castillo;M;;;Cachiyuyal;Natashaquinn@yahoo.com
738;20/Sep/08;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Tyler-johnson;M;;;Aldea-san-antonio;Andrea68@gmail.com
739;20/Sep/29;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Joseph-duran;M;;;Calfucura;Ukerr@yahoo.com
740;20/Dec/17;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Carl-gaines;M;;;Costa-del-nogoya;Sarah92@hotmail.com
741;21/Jan/18;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Annette-gilbert;F;;;Dos-hermanos;Lori16@gmail.com
742;20/Dec/01;-universidad-abierta-interamericana;Medicina;;Maria-hernandez;F;;;Apeadero-guanacache;Angelicacordova@gmail.com
743;20/Dec/31;-universidad-abierta-interamericana;Licenciatura-en-artes;;Brian-meyers;M;;;Cerana;Nmiller@gmail.com
744;20/Oct/16;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Cassandra-gonzalez;F;;;Arroyo-canelon;Colleenpatterson@hotmail.com
745;20/Sep/23;-universidad-abierta-interamericana;Licenciatura-en-administración-;;James-martinez;M;;;Arroyo-grande;Avilastephanie@gmail.com
746;20/Oct/16;-universidad-abierta-interamericana;Medicina;;Tammy-wall;F;;;Bordenave;Jonestravis@gmail.com
747;20/Sep/29;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Michelle-wright;F;;;Girodias;Barbararobbins@hotmail.com
748;20/Sep/29;-universidad-abierta-interamericana;Ingeniería-electrónica;;Laurie-johnson;F;;;Garcia-del-rio;Kdavenport@yahoo.com
749;20/Sep/18;-universidad-abierta-interamericana;Actuario-;;Fernando-munoz;M;;;Aguaditas;Evansjoshua@hotmail.com
750;20/Oct/09;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Shannon-bond;F;;;Juan-e-barra;Ryan50@yahoo.com
751;20/Oct/27;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Jeffrey-simpson;M;;;Bajo-de-los-huesos;Saguirre@gmail.com
752;20/Nov/20;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Edwin-hart;M;;;Juan-f-ibarra;Bkramer@gmail.com
753;20/Nov/01;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Morgan-rogers;F;;;El-dia;Iowens@hotmail.com
754;20/Dec/22;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Tiffany-buchanan;F;;;El-potrero;Georgetaylor@yahoo.com
755;21/Jan/01;-universidad-abierta-interamericana;Ingeniería-mecánica;;Joseph-carter;M;;;El-hoyo;Patriciaschultz@yahoo.com
756;21/Jan/30;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Christopher-davis;M;;;Angaco-norte;Alyssa60@yahoo.com
757;20/Sep/24;-universidad-abierta-interamericana;Ciencias-veterinarias;;Tammy-torres;F;;;Cerrillos-al-sud;Edward00@yahoo.com
758;20/Sep/11;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Angela-rogers;F;;;Agustoni;Carla62@hotmail.com
759;20/Sep/27;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Henry-finley;M;;;Campo-castro;Waltersrobert@yahoo.com
760;20/Oct/11;-universidad-abierta-interamericana;Actuario-;;Gregory-cabrera;M;;;Colonia-california;Jesse33@gmail.com
761;20/Sep/27;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Seth-davis;M;;;Masurel;Stephaniebrown@gmail.com
762;21/Jan/22;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Debbie-hudson;F;;;Agua-negra;Kathyliu@yahoo.com
763;20/Oct/08;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Dawn-henderson;F;;;Ricardo-lavalle;Mortonrobert@hotmail.com
764;20/Sep/08;-universidad-abierta-interamericana;Arquitectura;;Monica-strickland;F;;;25-de-mayo;Martinjacob@hotmail.com
765;20/Sep/07;-universidad-abierta-interamericana;Ingeniería-en-informática;;Tracey-moore;F;;;Arroyo-quilla;Kaylaparker@hotmail.com
766;20/Oct/05;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Barbara-richmond;F;;;Cañadon-leon;Orodriguez@hotmail.com
767;20/Nov/30;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Jackie-weaver;F;;;Camino-centenario-km-11500;Rickybonilla@gmail.com
768;20/Nov/15;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Nicole-goodman;F;;;Amadores;Karencampbell@hotmail.com
769;21/Jan/20;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Alexandra-lopez;F;;;Abralaite;Rsummers@gmail.com
770;20/Sep/27;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Wendy-page;F;;;Barrio-don-santiago;Wlee@yahoo.com
771;20/Sep/29;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Michael-ford;M;;;El-talar;Richard88@yahoo.com
772;21/Jan/08;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Jacqueline-williams;F;;;Agua-de-la-piedra;Nicole44@hotmail.com
773;20/Oct/19;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Jesse-collins;M;;;Adela-corti;Michaelbowen@gmail.com
774;21/Jan/16;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Derek-rivera;M;;;Alfredo-demarchi;Mendezkimberly@hotmail.com
775;20/Sep/01;-universidad-abierta-interamericana;Ingeniería-mecánica;;Kelly-brown;F;;;Achico;Harveyshane@hotmail.com
776;20/Dec/25;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Lisa-dorsey;F;;;Asturias;Ywilson@hotmail.com
777;20/Nov/17;-universidad-abierta-interamericana;Ingeniería-mecánica;;Nicholas-lee;M;;;Colonia-berro;Phillipnelson@gmail.com
778;20/Sep/27;-universidad-abierta-interamericana;Ingeniería-electrónica;;Regina-drake;F;;;Colonia-arocena-ina;Rowlandjason@hotmail.com
779;20/Oct/25;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;William-cruz;M;;;An-aike;Xjohnson@yahoo.com
780;20/Sep/08;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Mark-moore;M;;;Chavarria;Matthewsapril@gmail.com
781;20/Dec/01;-universidad-abierta-interamericana;Ingeniería-en-informática;;Curtis-glover;M;;;Base-aerea-teniente-matienzo;Matthewsrobert@gmail.com
782;21/Jan/21;-universidad-abierta-interamericana;Actuario-;;Stephanie-knight;F;;;Ingeniero-allan;Ajuarez@hotmail.com
783;21/Jan/14;-universidad-abierta-interamericana;Ingeniería-electrónica;;Theresa-fox;F;;;Aguada-guzman;Eric32@gmail.com
784;20/Sep/16;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Ashley-grant;F;;;Campo-de-mayo;Whitesteven@hotmail.com
785;20/Sep/01;-universidad-abierta-interamericana;Ingeniería-electrónica;;Marvin-jackson;M;;;Aguada-grande;Haneyryan@gmail.com
786;20/Nov/07;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Christopher-hamilton;M;;;Arroyo-las-minas;Robert26@hotmail.com
787;20/Dec/25;-universidad-abierta-interamericana;Actuario-;;Jeffrey-mitchell;M;;;Sey;Aaronray@yahoo.com
788;20/Dec/31;-universidad-abierta-interamericana;Diseño-industrial;;Charles-rubio;M;;;Aguada-chacay-co;Tylerwaller@gmail.com
789;20/Nov/22;-universidad-abierta-interamericana;Actuario-;;Billy-kirk;M;;;Aldea-chaleco;Thomasmoore@hotmail.com
790;20/Oct/20;-universidad-abierta-interamericana;Bioquímica;;Andrew-ross;M;;;Cerro-aconcagua;Leefinley@yahoo.com
791;20/Sep/13;-universidad-abierta-interamericana;Medicina;;Alexander-scott;M;;;Barrancas;Rosezachary@hotmail.com
792;20/Oct/15;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Andrea-moore;F;;;El-pino;Kmercado@gmail.com
793;20/Dec/22;-universidad-abierta-interamericana;Bioquímica;;Donald-chavez;M;;;Alianza;Marybeck@gmail.com
794;21/Jan/13;-universidad-abierta-interamericana;Agronomía;;Patricia-miller;F;;;Aldea-san-antonio;Karina78@yahoo.com
795;20/Dec/30;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Maria-smith;F;;;Britos;Jennasawyer@yahoo.com
796;20/Dec/27;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Felicia-chavez;F;;;Firmat;Avaughn@yahoo.com
797;20/Dec/01;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Lisa-chavez;F;;;Avanzada;Daniel90@yahoo.com
798;20/Oct/03;-universidad-abierta-interamericana;Ingeniería-mecánica;;Tracy-brock;F;;;20-de-septiembre;Hharvey@yahoo.com
799;20/Sep/21;-universidad-abierta-interamericana;Arquitectura;;Michelle-petersen;F;;;Campo-medina;Isaiahdurham@yahoo.com
800;20/Oct/15;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Jeffrey-jackson;M;;;Catua;Emilymorse@gmail.com
801;21/Jan/17;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Dana-jones;F;;;Colonia-cunci;David16@hotmail.com
802;21/Jan/19;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Jacob-aguirre;M;;;Alicura;Cooperandrew@yahoo.com
803;21/Jan/25;-universidad-abierta-interamericana;Arquitectura;;Timothy-thomas;M;;;Ramos-mejia;Randy71@hotmail.com
804;20/Sep/22;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Natalie-king;F;;;Kilometro-374;Mary06@gmail.com
805;20/Dec/24;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Patrick-coleman;M;;;Los-polvorines;Xwarren@hotmail.com
806;20/Oct/09;-universidad-abierta-interamericana;Actuario-;;Michael-stephens;M;;;Glew;Williamsvincent@hotmail.com
807;20/Nov/20;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Jane-henderson;F;;;Colonia-la-oracion;Rhondachaney@gmail.com
808;20/Nov/15;-universidad-abierta-interamericana;Ciencias-veterinarias;;Daniel-lewis;M;;;Carlos-casares;Julie78@yahoo.com
809;20/Dec/24;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Andre-mueller;M;;;El-talar;Michael71@gmail.com
810;20/Oct/03;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Natalie-jones;F;;;Angosto-del-perchel;Ewilliams@hotmail.com
811;20/Oct/01;-universidad-abierta-interamericana;Contador-público-;;Edwin-brown;M;;;La-florencia;Thomascrane@gmail.com
812;20/Nov/23;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Michael-mercer;M;;;Anahi;Wilsonrussell@hotmail.com
813;20/Oct/26;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;James-lawson;M;;;Arroyo-del-rey;Thomas41@hotmail.com
814;20/Sep/04;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Amy-miller;F;;;Colonia-celina;Rodneyjohnson@hotmail.com
815;20/Oct/16;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Jessica-perez;F;;;Remedios-de-escalada;Roseamanda@hotmail.com
816;20/Dec/10;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Adam-marsh;M;;;Chivilcoy;Jacksonkelly@gmail.com
817;20/Oct/07;-universidad-abierta-interamericana;Agronomía;;Dylan-jones;M;;;Gandolfi;Osalazar@gmail.com
818;21/Jan/18;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Shelby-anderson;F;;;Granadero-baigorria;Ntaylor@gmail.com
819;20/Dec/12;-universidad-abierta-interamericana;Ciencias-veterinarias;;Zachary-herrera;M;;;Colonia-delfino;Benjaminoliver@yahoo.com
820;20/Oct/08;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Mr.-james-wade;M;;;Kilometro-184;Joshuajones@yahoo.com
821;20/Dec/10;-universidad-abierta-interamericana;Arquitectura;;Lisa-diaz;F;;;Britos;Oreed@hotmail.com
822;20/Dec/16;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Barbara-james;F;;;Blanca-grande;Campbellalicia@hotmail.com
823;20/Oct/15;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Nicholas-lee-jr.;M;;;Anecon-chico;Brockmonica@yahoo.com
824;20/Oct/11;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Mark-henderson;M;;;Dest-aeronautico-milit-reconqu;Natalie89@gmail.com
825;20/Nov/21;-universidad-abierta-interamericana;Farmacia;;Thomas-powers;M;;;Colonia-lote-12;Tzamora@gmail.com
826;20/Nov/15;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Brandon-rodriguez;M;;;Empalme-san-carlos;Kathleenmorrow@gmail.com
827;20/Dec/13;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Michael-anderson;M;;;El-pimpollo;Jimenezwesley@gmail.com
828;20/Dec/05;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Joshua-henderson;M;;;Almirante-irizar;Davismichelle@hotmail.com
829;20/Sep/20;-universidad-abierta-interamericana;Ingeniería-mecánica;;Michael-wolf;M;;;Angaco-norte;Adam52@gmail.com
830;20/Dec/02;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Alexander-beard;M;;;Aparicio;Atkinsonrobert@yahoo.com
831;20/Dec/13;-universidad-abierta-interamericana;Diseño-industrial;;Dr.-joshua-romero;M;;;Pontaut;Jasonbenitez@yahoo.com
832;20/Sep/22;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Ashley-ford;F;;;El-arbolito;Bramirez@hotmail.com
833;20/Dec/24;-universidad-abierta-interamericana;Contador-público-;;Christopher-carpenter;M;;;Ataliva-roca;Msutton@hotmail.com
