,last_name,gender,age,email,birth_date,university,inscription_date,career,first_name,location,postal_code
792,gwendolyn bryan,f,,sdennis@yahoo.com,1978/10/19,universidad nacional de jujuy,2020/09/12,licenciatura en gestión de agroalimentos,,calera,-1
793,aaron burns,m,,kellyheather@yahoo.com,1932/11/10,universidad nacional de jujuy,2020/12/18,contador público ,,gregorio de laferrere,-1
794,megan alvarez,f,,tom37@gmail.com,1943/08/31,universidad tecnológica nacional,2020/11/22,ingeniería electrónica,,campana,-1
795,kathleen melton,f,,ksmith@hotmail.com,1969/08/01,universidad nacional de jujuy,2021/01/26,licenciatura en psicología,,adela,-1
796,kelly coleman,f,,ashley57@yahoo.com,1957/09/26,universidad nacional de jujuy,2020/10/16,medicina,,haedo,-1
797,lindsay smith,f,,hooperpatrick@hotmail.com,1981/07/06,universidad tecnológica nacional,2020/12/22,medicina,,caracoles,-1
798,christina durham,f,,bsmith@gmail.com,1936/08/25,universidad nacional de jujuy,2020/12/30,bioquímica,,alanices,-1
799,angel nelson,f,,floresedwin@hotmail.com,1935/01/10,universidad tecnológica nacional,2020/11/06,agronomía,,banfield,-1
800,felicia harris,f,,briana28@hotmail.com,1931/08/29,universidad tecnológica nacional,2020/12/11,diseño de imagen y sonido,,colonia belgrano,-1
801,kim nguyen,f,,rothjasmine@gmail.com,1942/09/29,universidad nacional de jujuy,2020/11/25,diseño de imagen y sonido,,caa yari,-1
802,jeremy campbell,m,,amy97@hotmail.com,2020/10/25,universidad nacional de jujuy,2020/12/04,licenciatura en ciencias geológicas,,del valle,-1
803,cameron taylor,m,,terrance51@gmail.com,2016/10/09,universidad tecnológica nacional,2020/10/07,licenciatura en producción de bioimagenes,,barrio chapadmalal,-1
804,belinda smith,f,,qwright@hotmail.com,1978/06/10,universidad nacional de jujuy,2020/10/30,diseño industrial,,alto de la leña,-1
805,corey cervantes,m,,michaelhansen@gmail.com,1995/08/17,universidad nacional de jujuy,2020/12/21,actuario ,,martin coronado,-1
806,charles hess,m,,ryanbrown@yahoo.com,1973/01/19,universidad tecnológica nacional,2020/10/24,licenciatura en ciencias de la computación,,antonio tomas,-1
807,greg parker,m,,gburch@hotmail.com,1936/09/29,universidad nacional de jujuy,2021/01/22,licenciatura en ciencia y tecnología de alimentos,,alvaro barros,-1
808,kristine martinez,f,,kellerrobin@gmail.com,1924/07/07,universidad tecnológica nacional,2021/01/03,licenciatura en psicología,,arroyo palmar,-1
809,cindy estes,f,,harriselizabeth@yahoo.com,1942/07/25,universidad nacional de jujuy,2021/01/31,farmacia,,monte chingolo,-1
810,danielle edwards,f,,shill@yahoo.com,1922/01/21,universidad tecnológica nacional,2021/01/21,ingeniería mecánica,,colhue huapi,-1
811,angela hill,f,,lisasolomon@gmail.com,1953/12/08,universidad tecnológica nacional,2021/01/01,técnico para bioterios ,,colonia monte la plata,-1
812,jamie peters,f,,qjackson@hotmail.com,1924/11/20,universidad nacional de jujuy,2020/12/31,licenciatura en kinesiología y fisiatría,,empalme san carlos,-1
813,patricia mcintosh,f,,terri05@yahoo.com,1960/03/11,universidad nacional de jujuy,2020/10/10,medicina,,alto de sierra,-1
814,mark carr,m,,hherring@gmail.com,1978/02/05,universidad nacional de jujuy,2020/12/13,licenciatura en artes,,asuncion maria,-1
815,brandon willis,m,,blairwesley@gmail.com,2003/01/27,universidad nacional de jujuy,2020/11/16,agronomía,,colonia la blanquita,-1
816,alexander mathews,m,,brownjohn@gmail.com,1959/01/19,universidad tecnológica nacional,2020/12/15,ingeniería mecánica,,22 de mayo,-1
817,ashley hernandez,f,,ybenson@gmail.com,1958/01/10,universidad nacional de jujuy,2021/01/15,licenciatura en ciencias ambientales,,alto calilegua,-1
818,mary ramirez,f,,lisa69@gmail.com,1923/05/02,universidad nacional de jujuy,2020/11/23,licenciatura en ciencias ambientales,,alto del molle,-1
819,gerald white,m,,jessica69@hotmail.com,1980/06/26,universidad tecnológica nacional,2020/10/31,licenciatura en kinesiología y fisiatría,,el carbalino,-1
820,regina ramsey,f,,michaelmurray@hotmail.com,2016/02/10,universidad nacional de jujuy,2020/10/26,bioquímica,,la isabel,-1
821,mary brown,f,,margaretmarsh@gmail.com,1938/10/18,universidad nacional de jujuy,2020/09/12,medicina,,coronel pringles,-1
822,sarah ramirez,f,,moorejeffrey@gmail.com,1916/04/28,universidad tecnológica nacional,2020/09/28,actuario ,,estancia las gamas,-1
823,daniel fisher,m,,greenjames@yahoo.com,2020/05/08,universidad nacional de jujuy,2020/09/17,contador público ,,ampata,-1
824,joshua rogers,m,,taylorjohnson@gmail.com,1944/08/13,universidad tecnológica nacional,2020/12/02,licenciatura en artes,,el bombero,-1
825,steven strickland,m,,whitney32@yahoo.com,2021/02/07,universidad tecnológica nacional,2020/10/15,medicina,,alcaraz sud,-1
826,george walsh,m,,xchavez@hotmail.com,1945/02/23,universidad tecnológica nacional,2020/10/05,ingeniería electrónica,,el gualicho,-1
827,annette lee,f,,jessica02@hotmail.com,1939/11/04,universidad nacional de jujuy,2020/12/02,licenciatura en planificación y diseño del paisaje,,bauer y sigel,-1
828,mark herman,m,,martinashley@gmail.com,1962/09/18,universidad tecnológica nacional,2021/01/05,agronomía,,arroyo molino,-1
829,thomas mendoza,m,,barajaskevin@gmail.com,1967/08/10,universidad nacional de jujuy,2021/01/20,licenciatura en ciencias antropológicas,,guillermo e hudson,-1
830,michael thompson,m,,ortegadawn@yahoo.com,1952/08/17,universidad tecnológica nacional,2021/01/18,licenciatura en ciencias de la educación ,,angaco norte,-1
831,todd hall,m,,jennifersanchez@yahoo.com,2005/08/05,universidad nacional de jujuy,2020/11/28,ingeniería en informática,,ernestina,-1
832,jessica gallegos,f,,davidmiller@hotmail.com,2019/06/13,universidad nacional de jujuy,2020/12/28,licenciatura en psicología,,diaz,-1
833,kristen parker,f,,simmonsthomas@gmail.com,1920/06/22,universidad tecnológica nacional,2020/09/16,licenciatura en artes,,barrancon,-1
834,shawn simmons,m,,fredallison@yahoo.com,1993/03/23,universidad nacional de jujuy,2020/12/08,farmacia,,anguil,-1
835,lisa martin,f,,williamskathy@hotmail.com,2001/12/09,universidad nacional de jujuy,2020/09/18,licenciatura en terapia ocupacional,,colon,-1
836,anthony cook,m,,deannacole@hotmail.com,1952/04/28,universidad nacional de jujuy,2020/12/01,contador público ,,barrio villa saladillo,-1
837,nicole nelson,f,,douglasandrews@gmail.com,1983/07/16,universidad tecnológica nacional,2020/11/17,licenciatura en ciencias de la educación ,,villa eloisa,-1
838,denise acevedo,f,,padillalisa@gmail.com,1940/10/12,universidad nacional de jujuy,2021/01/23,bioquímica,,general conesa,-1
839,julia fowler,f,,erin65@gmail.com,1976/01/24,universidad nacional de jujuy,2020/09/28,licenciatura en planificación y diseño del paisaje,,barrio garin norte,-1
840,thomas oliver,m,,amylong@hotmail.com,1998/03/18,universidad tecnológica nacional,2021/01/12,medicina,,aero club rosario,-1
841,heather brady,f,,maurice76@gmail.com,1906/03/05,universidad tecnológica nacional,2020/10/29,arquitectura,,juan f ibarra,-1
842,shannon brown,f,,heather44@gmail.com,1942/06/11,universidad nacional de jujuy,2020/10/23,técnico para bioterios ,,cervantes,-1
843,shane logan,m,,nferrell@hotmail.com,1939/10/03,universidad tecnológica nacional,2020/11/08,licenciatura en ciencias biológicas,,alejandra,-1
844,deborah mccoy,f,,robertsjessica@hotmail.com,2014/05/11,universidad tecnológica nacional,2020/12/17,licenciatura en psicología,,bathurst estacion,-1
845,wendy barnes,f,,valenciaholly@gmail.com,1953/04/30,universidad tecnológica nacional,2020/09/01,licenciatura en ciencia política ,,la isabel,-1
846,tammy moore,f,,shannonhall@hotmail.com,1961/03/27,universidad nacional de jujuy,2020/09/04,ingeniería electrónica,,campo peña lopez,-1
847,sherry hill,f,,valvarado@hotmail.com,1959/02/21,universidad nacional de jujuy,2020/10/23,licenciatura en planificación y diseño del paisaje,,villars,-1
848,danielle prince,f,,lisaaustin@hotmail.com,2003/07/20,universidad nacional de jujuy,2020/11/30,licenciatura en kinesiología y fisiatría,,arauco,-1
849,cindy barron,f,,wagnerjohn@gmail.com,1915/08/06,universidad tecnológica nacional,2020/11/04,licenciatura en ciencias biológicas,,estacion mazan,-1
850,paul cox,m,,brianingram@yahoo.com,1960/06/13,universidad tecnológica nacional,2020/11/02,licenciatura en ciencias de la educación ,,alcete,-1
851,robert alexander,m,,sruiz@gmail.com,1954/05/31,universidad nacional de jujuy,2020/11/09,farmacia,,alto de leiva,-1
852,samantha rose,f,,amanda07@gmail.com,2007/11/28,universidad tecnológica nacional,2020/10/13,contador público ,,la ribera,-1
853,lawrence barrera,m,,tinapark@hotmail.com,1998/09/30,universidad tecnológica nacional,2021/01/03,licenciatura en psicología,,iraola,-1
854,melanie hall,f,,raymondchristopher@gmail.com,1937/03/16,universidad tecnológica nacional,2020/09/20,licenciatura en ciencia política ,,lavalle,-1
855,robert walls,m,,eric06@yahoo.com,2012/02/24,universidad tecnológica nacional,2020/09/29,diseño de imagen y sonido,,campo coubert,-1
856,sean mcmahon,m,,markgonzales@yahoo.com,2007/07/06,universidad nacional de jujuy,2020/10/23,licenciatura en ciencias ambientales,,arroyo manganga,-1
857,denise ball,f,,kmorris@gmail.com,1975/01/10,universidad nacional de jujuy,2020/11/07,bioquímica,,el araza,-1
858,dr. mary wood,f,,vanessa91@hotmail.com,2021/07/24,universidad nacional de jujuy,2020/10/25,farmacia,,cura malal,-1
859,sonya carr,f,,vmedina@hotmail.com,1928/09/16,universidad nacional de jujuy,2021/01/28,ciencias veterinarias,,chichagasta,-1
860,patricia wagner,f,,gibbsdavid@gmail.com,1989/08/07,universidad tecnológica nacional,2020/09/24,licenciatura en gestión de agroalimentos,,4 de febrero,-1
861,angela scott,f,,sadams@yahoo.com,1943/05/10,universidad nacional de jujuy,2020/11/27,licenciatura en relaciones del trabajo ,,abipones,-1
862,keith vance,m,,jshelton@hotmail.com,1955/07/29,universidad nacional de jujuy,2020/11/25,licenciatura en terapia ocupacional,,fortin lavalle,-1
863,hannah adams,f,,rbailey@yahoo.com,1909/08/25,universidad nacional de jujuy,2020/12/30,licenciatura en gestión de agroalimentos,,cazon,-1
864,scott bennett,m,,kennethgarcia@yahoo.com,1977/11/03,universidad tecnológica nacional,2020/11/12,arquitectura,,gaboto,-1
865,dwayne ford,m,,tinaholt@yahoo.com,1988/05/25,universidad nacional de jujuy,2021/01/30,técnico para bioterios ,,labarden,-1
866,allen weber,m,,yruiz@gmail.com,1943/11/06,universidad tecnológica nacional,2021/01/14,ingeniería mecánica,,argerich,-1
867,kenneth edwards,m,,kristalambert@gmail.com,1963/06/07,universidad nacional de jujuy,2020/10/15,licenciatura en ciencias geológicas,,comandante giribone,-1
868,valerie west,f,,iwatson@gmail.com,1986/05/21,universidad tecnológica nacional,2020/12/09,actuario ,,chiclana,-1
869,mackenzie martinez,f,,hollypollard@yahoo.com,1981/04/23,universidad tecnológica nacional,2021/01/29,licenciatura en ciencias biológicas,,dos hermanos,-1
870,angelica webster,f,,morganrachel@yahoo.com,1916/04/20,universidad tecnológica nacional,2020/12/02,licenciatura en ciencias de la computación,,agua botada,-1
871,joseph foster,m,,fli@gmail.com,1949/07/29,universidad nacional de jujuy,2020/10/14,agronomía,,isla grande,-1
872,grace kirby,f,,becky42@hotmail.com,1924/02/15,universidad tecnológica nacional,2020/12/09,licenciatura en ciencias de la educación ,,abra rica,-1
873,roberto rogers,m,,zhernandez@yahoo.com,1936/11/18,universidad nacional de jujuy,2020/11/15,licenciatura en gestión de agroalimentos,,kilmetro 165,-1
874,lisa clark,f,,riverakelly@gmail.com,1967/05/25,universidad nacional de jujuy,2021/01/27,licenciatura en ciencias de la computación,,agua y energia,-1
875,alicia hill,f,,jenniferwillis@yahoo.com,2012/03/18,universidad tecnológica nacional,2021/01/27,diseño industrial,,2 de mayo,-1
876,matthew johnson,m,,xroberts@hotmail.com,1941/08/11,universidad tecnológica nacional,2020/12/30,licenciatura en psicología,,huanguelen,-1
877,brian ali,m,,jrodriguez@yahoo.com,1952/06/15,universidad tecnológica nacional,2020/12/01,licenciatura en ciencia política ,,algarrobitos 1ro,-1
878,katelyn rogers,f,,owhite@yahoo.com,1937/02/26,universidad nacional de jujuy,2020/10/09,licenciatura en administración ,,agua de diaz,-1
879,angela gray,f,,herringwayne@hotmail.com,1992/04/19,universidad nacional de jujuy,2020/12/16,medicina,,cerro de la gloria canal 15,-1
880,john bryant,m,,maryavila@gmail.com,1970/05/03,universidad tecnológica nacional,2021/01/30,licenciatura en administración ,,ingeniero beaugey,-1
881,jason morrison,m,,teresawallace@gmail.com,1931/02/12,universidad tecnológica nacional,2020/10/23,licenciatura en ciencias biológicas,,campo largo,-1
882,brian thomas,m,,hallen@yahoo.com,1985/05/21,universidad tecnológica nacional,2021/01/25,licenciatura en artes,,el alto,-1
883,robert brooks,m,,stephanie76@gmail.com,1979/04/28,universidad nacional de jujuy,2020/09/14,licenciatura en gestión de agroalimentos,,alberti,-1
884,jeffrey mcgee,m,,lawrencesamantha@yahoo.com,1959/08/08,universidad nacional de jujuy,2020/12/10,licenciatura en musicoterapia,,campo la lima,-1
885,jason george,m,,schneiderheather@gmail.com,1976/09/21,universidad nacional de jujuy,2020/12/14,licenciatura en ciencias ambientales,,bernardo de irigoyen,-1
886,howard williams,m,,odavis@hotmail.com,1981/03/02,universidad nacional de jujuy,2020/12/04,arquitectura,,villa saboya,-1
887,bradley jones,m,,mwagner@yahoo.com,1951/06/08,universidad nacional de jujuy,2020/10/26,licenciatura en ciencia y tecnología de alimentos,,nonogasta,-1
888,tina zimmerman,f,,henrydixon@hotmail.com,1995/07/06,universidad nacional de jujuy,2020/12/03,licenciatura en artes,,arbol solo,-1
889,timothy kim,m,,castroadam@gmail.com,1945/02/25,universidad nacional de jujuy,2020/12/26,medicina,,colonia montefiore,-1
890,sara hayes,f,,aromero@gmail.com,1916/05/05,universidad tecnológica nacional,2021/01/27,licenciatura en kinesiología y fisiatría,,adolfo rodriguez saa,-1
891,ian thomas,m,,carrillocarol@gmail.com,2021/09/03,universidad nacional de jujuy,2020/10/12,licenciatura en ciencias biológicas,,candelaria sud,-1
892,daniel davis,m,,davidholt@yahoo.com,1969/03/05,universidad nacional de jujuy,2021/01/18,contador público ,,coronel charlone,-1
893,joseph rivera,m,,kevinrose@hotmail.com,1906/12/12,universidad nacional de jujuy,2021/01/20,licenciatura en psicología,,caleufu,-1
894,michael robertson,m,,moraneric@yahoo.com,1944/04/10,universidad tecnológica nacional,2020/11/15,medicina,,san mayol,-1
895,patrick stephenson dvm,m,,hbrown@gmail.com,1964/10/18,universidad tecnológica nacional,2020/10/24,licenciatura en terapia ocupacional,,capitan castro,-1
896,gina garza,f,,garymiller@yahoo.com,2019/10/02,universidad nacional de jujuy,2021/01/09,licenciatura en planificación y diseño del paisaje,,aguada escondida,-1
897,paul jordan,m,,amarshall@gmail.com,1978/12/16,universidad tecnológica nacional,2020/10/13,contador público ,,chanilao,-1
898,donna crane,f,,john12@yahoo.com,2008/11/26,universidad nacional de jujuy,2020/09/27,agronomía,,asuncion,-1
899,william hill,m,,rodriguezisaac@yahoo.com,1977/10/25,universidad nacional de jujuy,2020/10/04,licenciatura en planificación y diseño del paisaje,,el remanso,-1
900,eric rogers,m,,kaylee84@yahoo.com,1917/10/26,universidad tecnológica nacional,2020/11/14,contador público ,,cerrillos al sud,-1
901,kathryn lucas,f,,elizabeth86@yahoo.com,1969/08/10,universidad tecnológica nacional,2021/01/23,licenciatura en ciencias ambientales,,langueyu,-1
902,kathryn smith,f,,pam05@gmail.com,1959/11/25,universidad tecnológica nacional,2020/12/15,licenciatura en planificación y diseño del paisaje,,cavour,-1
903,brett wolfe,m,,james00@gmail.com,1935/02/02,universidad nacional de jujuy,2020/10/17,arquitectura,,florida,-1
904,megan henderson,f,,david80@gmail.com,1955/12/18,universidad tecnológica nacional,2020/09/01,diseño de imagen y sonido,,la california,-1
905,sean clements,m,,qmorrison@gmail.com,1968/07/06,universidad tecnológica nacional,2020/12/06,diseño de imagen y sonido,,barrio emir ramon juarez,-1
906,james brown,m,,cohendaniel@hotmail.com,1980/12/10,universidad nacional de jujuy,2021/01/18,licenciatura en ciencia política ,,arminda,-1
907,glenn rich,m,,curryangela@gmail.com,1999/12/06,universidad nacional de jujuy,2021/01/24,licenciatura en administración ,,claypole,-1
908,matthew taylor,m,,krobinson@hotmail.com,2019/04/08,universidad tecnológica nacional,2020/12/23,licenciatura en ciencias geológicas,,arroyo canelon,-1
909,samantha dorsey,f,,westamy@yahoo.com,1950/09/14,universidad nacional de jujuy,2020/09/28,licenciatura en sociología ,,meson de fierro,-1
910,kyle hughes,m,,xmcgee@gmail.com,1941/03/03,universidad nacional de jujuy,2021/01/03,licenciatura en ciencia política ,,estacion de zootecnia b,-1
911,richard neal,m,,smartinez@gmail.com,1973/06/14,universidad tecnológica nacional,2020/12/17,licenciatura en ciencia y tecnología de alimentos,,abra,-1
912,jeffrey peterson,m,,davidarnold@hotmail.com,1915/09/19,universidad nacional de jujuy,2020/10/20,contador público ,,colonia santa rosa,-1
913,melinda kemp,f,,pblack@gmail.com,1974/03/16,universidad nacional de jujuy,2020/10/15,licenciatura en relaciones del trabajo ,,campo el bermejo,-1
914,allison long,f,,brandi41@hotmail.com,1907/01/24,universidad nacional de jujuy,2021/01/31,licenciatura en ciencias de la educación ,,campo andino,-1
