university,career,inscription_date,last_name,first_name,gender,age,postal_code,location,email,birth_date
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/27,jennifer christian,,f,0,,el alto,ronaldbrown@gmail.com,1941/11/26
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/03,michelle thomas,,f,0,,alegre,sandovallisa@gmail.com,2013/09/23
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/19,connie chapman,,f,0,,9 de julio,robertlawson@yahoo.com,1999/06/13
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/11/13,spencer ramirez,,m,0,,4 de febrero,jdavis@yahoo.com,1924/07/15
universidad tecnológica nacional,farmacia,2020/09/22,matthew franklin,,m,0,,cupiles,fyoung@hotmail.com,1981/05/22
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/10/09,jason lucero,,m,0,,luis guillon,daltongarza@yahoo.com,1906/06/08
universidad tecnológica nacional,diseño de imagen y sonido,2020/11/26,patricia patel,,f,0,,alcaraz norte,morganjennifer@yahoo.com,2020/08/26
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021/01/12,jesse sanchez,,m,0,,angelita,daniel15@gmail.com,1918/10/07
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/03,dominique jackson,,f,0,,san andres,wsmith@gmail.com,1931/09/06
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/19,alexander dunn,,m,0,,wheelwright,tamara67@gmail.com,1905/12/20
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/01,kimberly jennings,,f,0,,el campamento,twilson@hotmail.com,1920/12/15
universidad tecnológica nacional,ingeniería electrónica,2021/01/08,patrick howard,,m,0,,camaron chico,jason00@gmail.com,1923/10/19
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/06,ronald parker,,m,0,,del valle,joshua68@gmail.com,1985/05/06
universidad tecnológica nacional,agronomía,2020/12/02,alfred ward,,m,0,,arroyo,samanthacoffey@gmail.com,2002/12/26
universidad tecnológica nacional,arquitectura,2020/11/12,victoria thompson,,f,0,,alamo,marshallpatrick@gmail.com,1918/11/04
universidad tecnológica nacional,medicina,2020/12/04,daniel schroeder,,m,0,,9 de julio,smithgabriel@hotmail.com,2011/05/20
universidad tecnológica nacional,licenciatura en psicología,2020/11/06,kevin knapp,,m,0,,escuela agricola don bosco,marygibbs@yahoo.com,2014/11/07
universidad tecnológica nacional,licenciatura en psicología,2020/10/20,cindy austin,,f,0,,baños termales,aibarra@hotmail.com,2012/11/05
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/05,karen cameron,,f,0,,estancia las isletas,stevensmith@hotmail.com,1906/02/08
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/23,kristin perez,,f,0,,costa del rio azul,morganjeremy@gmail.com,1967/06/20
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/20,autumn meyer,,f,0,,bajo guazu,zachary71@hotmail.com,1917/03/28
universidad tecnológica nacional,bioquímica,2020/11/05,christina marshall,,f,0,,el campamento,jon41@yahoo.com,1963/01/01
universidad tecnológica nacional,ingeniería electrónica,2021/01/13,jessica leach,,f,0,,francisco alvarez,jjackson@hotmail.com,1927/06/04
universidad tecnológica nacional,licenciatura en psicología,2020/12/03,caitlyn rivera,,f,0,,alvear,bellbrandi@gmail.com,1979/07/03
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/23,todd lambert,,m,0,,campo horquesco,vincentjennifer@hotmail.com,2014/03/26
universidad tecnológica nacional,agronomía,2020/10/21,melissa solis,,f,0,,alto de las plumas,melissamoore@gmail.com,1961/03/24
universidad tecnológica nacional,licenciatura en administración ,2020/11/20,matthew collins,,m,0,,apeadero guanacache,vancejonathan@gmail.com,2015/04/21
universidad tecnológica nacional,ciencias veterinarias,2020/11/18,jorge barton,,m,0,,colonia abate,hulldarlene@yahoo.com,1947/03/22
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021/01/31,andrea rivera,,f,0,,olascoaga,elizabethmarshall@yahoo.com,2020/06/08
universidad tecnológica nacional,licenciatura en administración ,2020/12/01,matthew hayes,,m,0,,colonia los tres usaris,florestyler@hotmail.com,1909/11/26
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/07,donna wood,,f,0,,la colina,joshuanorman@hotmail.com,2003/09/26
universidad tecnológica nacional,ciencias veterinarias,2020/10/25,stanley johns,,m,0,,claudio c molina,jasontrevino@yahoo.com,1926/11/29
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/10/10,jordan jimenez,,f,0,,campo largo,stephen84@gmail.com,1971/01/16
universidad tecnológica nacional,ingeniería en informática,2021/01/17,heather spears,,f,0,,villa angelica,darren74@gmail.com,1968/03/15
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021/01/08,joseph johnson,,m,0,,albardon,robersonalfred@gmail.com,2015/04/29
universidad tecnológica nacional,técnico para bioterios ,2020/11/20,lori riley,,f,0,,3 de mayo,andreaallen@gmail.com,1922/05/08
universidad tecnológica nacional,técnico para bioterios ,2020/12/02,erica hopkins,,f,0,,balneario chapalco,zbowers@yahoo.com,1954/03/03
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/10,lori chang,,f,0,,campo rodriguez,chenmatthew@hotmail.com,1989/01/11
universidad tecnológica nacional,ciencias veterinarias,2020/09/18,melissa stanley,,f,0,,agua blanca,brooke30@hotmail.com,2016/03/20
universidad tecnológica nacional,licenciatura en sociología ,2020/10/26,thomas wood,,m,0,,el espinillo,amanda08@yahoo.com,1972/03/11
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021/01/31,james rogers,,m,0,,adrogue,qtaylor@hotmail.com,2018/05/12
universidad tecnológica nacional,ciencias veterinarias,2020/12/09,samuel wilson,,m,0,,rincon de milberg,gcompton@yahoo.com,2001/07/04
universidad tecnológica nacional,medicina,2020/09/03,michele cross,,f,0,,colonia beaufort,reidchad@gmail.com,1989/08/10
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/12/01,john jones,,m,0,,la lucila del mar,bnguyen@yahoo.com,1922/05/11
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/16,leslie williamson,,m,0,,el perdido est jose guisasola,phillipwilliams@hotmail.com,1934/08/24
universidad tecnológica nacional,arquitectura,2020/12/31,jessica burgess,,f,0,,estacion coronel pringles,samanthariley@hotmail.com,2019/07/10
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/20,carrie porter,,f,0,,12 de octubre,oortiz@yahoo.com,1972/02/25
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/11/12,maria kelly,,f,0,,campo el jacaranda,matthew23@gmail.com,1994/12/29
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/24,thomas jimenez,,m,0,,desvio boero,wardstephen@gmail.com,1963/01/26
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/11/30,bryan aguirre,,m,0,,angel gallardo,annegarcia@hotmail.com,1964/03/31
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/27,catherine morales,,f,0,,la punta,bsmith@yahoo.com,2019/05/05
universidad tecnológica nacional,ciencias veterinarias,2020/10/27,diana cabrera,,f,0,,argentina belvedere,sabrinawilliams@hotmail.com,1973/02/16
universidad tecnológica nacional,licenciatura en sociología ,2020/11/12,ralph robinson,,m,0,,bajo de los sueldos,cheryl60@yahoo.com,1907/09/27
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/11/10,chad hodge,,m,0,,carrizal norte,madisonwalker@hotmail.com,1997/04/30
universidad tecnológica nacional,licenciatura en artes,2020/10/20,john edwards,,m,0,,acostilla,ccook@yahoo.com,1992/02/01
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021/01/28,kathleen hopkins,,f,0,,colonia 1 de mayo,parkerrobert@hotmail.com,1934/06/06
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/12/27,amy davis,,f,0,,abra,hodgerose@hotmail.com,1964/02/29
universidad tecnológica nacional,técnico para bioterios ,2020/12/27,evan brown,,m,0,,bella union paraje,johnreid@gmail.com,1961/11/13
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/28,jeanne christian,,f,0,,kilometro 77,marcusbrown@gmail.com,1922/05/21
universidad tecnológica nacional,farmacia,2020/10/20,hannah patterson,,f,0,,ernestina,scottsoto@gmail.com,2002/11/27
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/17,carrie arias,,f,0,,colonia dos rosas y la legua,deborah98@hotmail.com,1977/11/14
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/17,eric hogan,,m,0,,acerillos,eandrews@hotmail.com,1919/08/12
universidad tecnológica nacional,ingeniería en informática,2020/12/09,ian hernandez,,m,0,,altamira,jillleonard@gmail.com,1985/07/04
universidad tecnológica nacional,bioquímica,2020/11/07,jacqueline vaughn,,f,0,,base naval rio santiago,sholmes@hotmail.com,1945/04/27
universidad tecnológica nacional,licenciatura en artes,2020/10/25,jonathan wilson,,m,0,,aguay,marcus47@yahoo.com,1910/02/22
universidad tecnológica nacional,diseño industrial,2021/01/07,andrew valdez,,m,0,,aldea santafecina,tyler83@yahoo.com,1976/11/09
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/11/06,helen shepherd,,f,0,,22 de mayo,tylerlee@yahoo.com,1976/01/06
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/09/27,alexa cabrera,,f,0,,balneario la caleta,sstevenson@yahoo.com,1945/10/02
universidad tecnológica nacional,bioquímica,2021/01/14,shelly salazar,,f,0,,aguas calientes,jenniferrodriguez@yahoo.com,1991/11/26
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/13,rhonda gaines,,f,0,,la ines,troynash@hotmail.com,1923/12/26
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/17,rachel mosley,,f,0,,arroyo aguila negra,qolson@hotmail.com,1912/09/07
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/10,lonnie gomez,,m,0,,agua colorada,charlesbarnes@hotmail.com,2015/01/09
universidad tecnológica nacional,técnico para bioterios ,2020/11/19,cassandra reed,,f,0,,kilometro 45,lross@gmail.com,1937/05/31
universidad tecnológica nacional,bioquímica,2021/01/12,kelly stevens,,f,0,,llavallol,tthompson@yahoo.com,2021/09/08
universidad tecnológica nacional,licenciatura en artes,2020/12/15,rachel beck,,f,0,,la gama,tashawood@gmail.com,1943/09/17
universidad tecnológica nacional,técnico para bioterios ,2020/12/19,lisa keller,,f,0,,agote,lisa43@hotmail.com,2009/02/27
universidad tecnológica nacional,agronomía,2020/11/28,casey hernandez,,m,0,,la esperanza rosas las flores,michael85@yahoo.com,2014/06/22
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/10/23,james smith,,m,0,,lierra adjemiro,michellebailey@yahoo.com,2010/06/02
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/09/22,madeline cook,,f,0,,chacras viejas,michaelhart@hotmail.com,1908/05/13
universidad tecnológica nacional,licenciatura en administración ,2020/10/10,tonya ross,,f,0,,cholila,christopher42@gmail.com,1948/02/13
universidad tecnológica nacional,medicina,2020/12/02,amber madden,,f,0,,9 de julio,annapatel@yahoo.com,1964/10/16
universidad tecnológica nacional,agronomía,2020/11/21,shane trevino,,m,0,,candelaria sud,joseph66@gmail.com,1937/07/22
universidad tecnológica nacional,licenciatura en musicoterapia,2020/12/16,veronica rowe,,f,0,,13 de enero,michele74@gmail.com,1920/05/13
universidad tecnológica nacional,licenciatura en psicología,2020/11/17,charles jones,,m,0,,el tropezon,xhines@gmail.com,1920/05/12
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/11/19,edward garner,,m,0,,aromos,mary04@hotmail.com,2021/02/22
universidad tecnológica nacional,ciencias veterinarias,2020/11/03,kimberly galloway,,f,0,,campo gimenez,kevin58@gmail.com,1999/05/27
universidad tecnológica nacional,contador público ,2020/10/26,mrs. megan carlson,,f,0,,la querencia,jackreese@yahoo.com,1906/05/20
universidad tecnológica nacional,licenciatura en sociología ,2020/09/18,melissa green,,f,0,,campo el jacaranda,bethanywatson@gmail.com,1994/04/28
universidad tecnológica nacional,contador público ,2020/12/05,albert kelly,,m,0,,calchaqui,lorettabarnes@gmail.com,1926/06/03
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/15,douglas boyd,,m,0,,ingeniero williams,staffordwilliam@gmail.com,1947/06/11
universidad tecnológica nacional,licenciatura en psicología,2021/01/14,joshua franklin,,m,0,,campo sabate,whitney70@gmail.com,1994/09/23
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/15,brittany pena,,f,0,,castilla,johnmcdaniel@yahoo.com,1954/04/03
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/22,jennifer campbell,,f,0,,colonia hansen,tlogan@gmail.com,1915/05/17
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/29,martin roach,,m,0,,quilmes,james28@gmail.com,2016/11/26
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/05,gregory liu,,m,0,,los sembrados,fritzbeth@hotmail.com,1947/09/30
universidad tecnológica nacional,ciencias veterinarias,2020/10/26,katherine reed,,f,0,,colonia bombal y tabanera,theresa04@hotmail.com,1982/03/21
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/12,pamela morrison,,f,0,,alto verde,stevenrobertson@hotmail.com,1989/07/14
universidad tecnológica nacional,ingeniería electrónica,2021/01/06,patricia murphy,,f,0,,anahi,brandy22@gmail.com,1967/03/31
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/19,troy miller,,m,0,,paso del rey,qsosa@yahoo.com,2019/08/11
universidad tecnológica nacional,ingeniería mecánica,2021/01/06,jodi gamble,,f,0,,antelo,stevengomez@hotmail.com,1956/04/28
universidad tecnológica nacional,ingeniería mecánica,2021/01/06,peter holloway,,m,0,,bernardo larroude,ireynolds@yahoo.com,1938/04/23
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/12/26,margaret maldonado,,f,0,,bonpland norte,john33@hotmail.com,2007/06/14
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/03,jennifer cervantes,,f,0,,cuartel v,wcollier@gmail.com,1987/03/03
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/11/19,michelle petersen,,f,0,,asuncion,ryandeborah@gmail.com,1992/10/03
universidad tecnológica nacional,agronomía,2020/11/09,andrea kennedy,,f,0,,buena esperanza,smorris@gmail.com,2003/10/17
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/30,curtis allen,,m,0,,colonia lote 12,michellesantiago@yahoo.com,1921/01/31
universidad tecnológica nacional,farmacia,2020/09/06,shirley scott,,f,0,,atucha,dperez@gmail.com,1955/04/11
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/13,isabella ferrell,,f,0,,colonia santa rosa,vjones@gmail.com,1940/02/12
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/26,tracy reed,,m,0,,cabure,torressandra@gmail.com,1927/07/18
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/28,phillip myers,,m,0,,saladillo norte,obanks@yahoo.com,2017/10/09
universidad tecnológica nacional,contador público ,2020/11/14,caleb palmer,,m,0,,el molle,heathkyle@gmail.com,1994/06/04
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/12/28,christopher brown,,m,0,,landeta,lponce@hotmail.com,1927/04/21
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/14,david powell,,m,0,,larrechea,sheilacrane@yahoo.com,1933/05/18
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/09/04,eric ferguson,,m,0,,villa raffo,youngnancy@gmail.com,2006/03/20
universidad tecnológica nacional,agronomía,2020/09/21,michael clay,,m,0,,adolfo alsina,matthewdougherty@hotmail.com,1959/08/27
universidad tecnológica nacional,licenciatura en administración ,2020/11/02,ryan gibson,,m,0,,ataliva,shaweileen@yahoo.com,1929/01/26
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/12,keith combs,,m,0,,el carmen,cindymatthews@gmail.com,2003/06/23
universidad tecnológica nacional,contador público ,2020/09/08,jaime morrison,,m,0,,la oriental,hedwards@hotmail.com,2011/11/29
